,tweet,sentiment,tweet,location
74,At one point this year or last @twitter banned me for a few days for telling @senatemajldr to drink a certain cleaning product that the president* recommended everyone drink to combat Covid-19 yesterday.,-0.6,At one point this year or last @twitter banned me for a few days for telling @senatemajldr to drink a certain cleaning product that the president* recommended everyone drink to combat Covid-19 yesterday.,Washington
75,8 CLEVER TRICKS FOR  STORING YOUR CORONAVIRUS SUPPLIES  https://t.co/7EDQRelNwr,0.0,8 CLEVER TRICKS FOR  STORING YOUR CORONAVIRUS SUPPLIES  https://t.co/7EDQRelNwr,Florida
76,New York City Walkabout…Support for President Donald Trump seen on the streets of New York as the country debates his capacity as a leader during the corona virus crisis. #covid #coronavirus @descrottes… https://t.co/3mKNSFZnV8,0.004761904761904754,New York City Walkabout…Support for President Donald Trump seen on the streets of New York as the country debates his capacity as a leader during the corona virus crisis. #covid #coronavirus @descrottes… https://t.co/3mKNSFZnV8,New York
77,"We are blessed to have so many helping hands. Picked up some masks from Brissamax &amp; staff. Thank you! #countyourblessings #safetyfirst #coronavirus #masks #firstresponders @ Saint Thomas, US Virgin Islands https://t.co/AxgirL0Ix6",0.16666666666666666,"We are blessed to have so many helping hands. Picked up some masks from Brissamax &amp; staff. Thank you! #countyourblessings #safetyfirst #coronavirus #masks #firstresponders @ Saint Thomas, US Virgin Islands https://t.co/AxgirL0Ix6",
78,"What our team members are watching during COVID-19.  What are you watching? 

#Charlotte #CLT #NC #NorthCarolina #Local #PointOfSale #POS #Software #Support #SmallBusiness #pandemic #COVID19 #Quarantineandchill… https://t.co/txPUz0Yg9x",0.525,"What our team members are watching during COVID-19.  What are you watching? 

#Charlotte #CLT #NC #NorthCarolina #Local #PointOfSale #POS #Software #Support #SmallBusiness #pandemic #COVID19 #Quarantineandchill… https://t.co/txPUz0Yg9x",North Carolina
79,"Shifty Dad Caps 🧢 
~coming in black &amp; blue
👀👀👀
.
.
.
.
.
.
.
.
.
.
.
#shiftmotion #shifty #shiftyourmindset #athleisure #athleticwear #viral #entrepreneur #athletics #covid19 #socialdistancing #dadcaps #black #blue… https://t.co/yXDPR3IlcK",0.25,"Shifty Dad Caps 🧢 
~coming in black &amp; blue
👀👀👀
.
.
.
.
.
.
.
.
.
.
.
#shiftmotion #shifty #shiftyourmindset #athleisure #athleticwear #viral #entrepreneur #athletics #covid19 #socialdistancing #dadcaps #black #blue… https://t.co/yXDPR3IlcK",Pennsylvania
80,"So this is the new #normal  #covid19 #brooklyn #newyorkcity #saykoolmaye #imahashtagbetch @ Brooklyn, New York https://t.co/9m1OBI0iLD",-0.08333333333333333,"So this is the new #normal  #covid19 #brooklyn #newyorkcity #saykoolmaye #imahashtagbetch @ Brooklyn, New York https://t.co/9m1OBI0iLD",New York
81,"Daily Executive Briefing: Coronavirus – April 24, 2020   https://t.co/aYHLT44PrL",0.0,"Daily Executive Briefing: Coronavirus – April 24, 2020   https://t.co/aYHLT44PrL",New York
82,"😆😆😆 #survivingcoronavirus #survivingcovid19 #survival #quarantine #quarantinelife #corona #covid_19  #2020 @49ers @ Walnut Creek, California https://t.co/wxghHRdlc1",0.25,"😆😆😆 #survivingcoronavirus #survivingcovid19 #survival #quarantine #quarantinelife #corona #covid_19  #2020 @49ers @ Walnut Creek, California https://t.co/wxghHRdlc1",California
83,"#ThisOldHippieHouse Angelica on Brass detail while Kent preps Windows for for stain

#2HippiesRenovations #Covid19 #SelfIsolation #SocialDistancing #InthistogetherOhio @ Youngstown, Ohio https://t.co/j3PJc8XSTm",0.0,"#ThisOldHippieHouse Angelica on Brass detail while Kent preps Windows for for stain

#2HippiesRenovations #Covid19 #SelfIsolation #SocialDistancing #InthistogetherOhio @ Youngstown, Ohio https://t.co/j3PJc8XSTm",Ohio
84,"This brought a huge smile to my face...Elvis impersonator performs outside for a seniors facility here in Plymouth.
#covid19 
#together 
#kindness
#thereisgood @ Plymouth, Minnesota https://t.co/3F3OUx9bq2",0.1409090909090909,"This brought a huge smile to my face...Elvis impersonator performs outside for a seniors facility here in Plymouth.
#covid19 
#together 
#kindness
#thereisgood @ Plymouth, Minnesota https://t.co/3F3OUx9bq2",Minnesota
85,General Covid-19 comment. Come get your cookies 😷😂 #stillopen #wearestillhere #runningoutofwhittycaptions #decoratedshortbread #decoratedcookies #handsanitizer #aprildistancebringsmayexistence #seeyousoon @ Colleen's https://t.co/DEfJFfu0qN,0.2333333333333333,General Covid-19 comment. Come get your cookies 😷😂 #stillopen #wearestillhere #runningoutofwhittycaptions #decoratedshortbread #decoratedcookies #handsanitizer #aprildistancebringsmayexistence #seeyousoon @ Colleen's https://t.co/DEfJFfu0qN,Missouri
86,"Our branch #RSP at @navyfederal made care packages for the staff members working the COVID-19 floors at adventhealth. This morning we delivered them! They included pocket sized hand sanitizer, candy, gum, granola… https://t.co/nBeRorShGQ",-0.05965909090909091,"Our branch #RSP at @navyfederal made care packages for the staff members working the COVID-19 floors at adventhealth. This morning we delivered them! They included pocket sized hand sanitizer, candy, gum, granola… https://t.co/nBeRorShGQ",Florida
87,"Please Don’t Ingest Or Inject Clorox Or Other Disinfectants To Try To Treat Or Prevent COVID-19 Infection! #TrumpNeedsToShutUp #NaturalFuckingSelection #covid19cansuckit 🦠😷🤮🤯 @ Gahanna, Ohio https://t.co/ja7bCudVPG",0.0,"Please Don’t Ingest Or Inject Clorox Or Other Disinfectants To Try To Treat Or Prevent COVID-19 Infection! #TrumpNeedsToShutUp #NaturalFuckingSelection #covid19cansuckit 🦠😷🤮🤯 @ Gahanna, Ohio https://t.co/ja7bCudVPG",Ohio
88,"In these challenging times, we are all navigating through uncertainty for ourselves, our loved ones and our community. We hope you are staying healthy and safe.
Happy Friday 😀

#safety #safetyfirst #security #covid… https://t.co/PCB0zc4CEV",0.05000000000000002,"In these challenging times, we are all navigating through uncertainty for ourselves, our loved ones and our community. We hope you are staying healthy and safe.
Happy Friday 😀

#safety #safetyfirst #security #covid… https://t.co/PCB0zc4CEV",Illinois
89,DC has never been this damn quiet!  COVID-19 is for real!  Continue to stay home people...it’s the only way we’ll get through this!  #TheDistrict #StaySafe #ProtectedByTheBlood #MaskedUp @ Washington D.C. https://t.co/aCim3axuWC,0.0,DC has never been this damn quiet!  COVID-19 is for real!  Continue to stay home people...it’s the only way we’ll get through this!  #TheDistrict #StaySafe #ProtectedByTheBlood #MaskedUp @ Washington D.C. https://t.co/aCim3axuWC,District of Columbia
90,Today is #FeatureFriday and we’re bringing you the great Jenny Torgerson! Jenny plays the #Multitasker on Covid Baking Competition. She was on the board of Conundrum back when she lived here in #LA. Her first show… https://t.co/7IcvQ8fu8L,0.1,Today is #FeatureFriday and we’re bringing you the great Jenny Torgerson! Jenny plays the #Multitasker on Covid Baking Competition. She was on the board of Conundrum back when she lived here in #LA. Her first show… https://t.co/7IcvQ8fu8L,California
91,I’m helping to fight #COVID19 – 10404 people are estimated to have COVID symptoms in Santa Clara County today. Please help by taking 1 min daily to report how you feel 🙏. You also get an estimate of COVID in your area. Download the app https://t.co/jATHBfL4q7,0.03749999999999999,I’m helping to fight #COVID19 – 10404 people are estimated to have COVID symptoms in Santa Clara County today. Please help by taking 1 min daily to report how you feel 🙏. You also get an estimate of COVID in your area. Download the app https://t.co/jATHBfL4q7,California
92,Doing the little we can through this difficult time... 💉  #DonateBlood #Covid19 #IDidntPassOut @ Ochsner Medical Center https://t.co/kBhxXCYLuK,0.0,Doing the little we can through this difficult time... 💉  #DonateBlood #Covid19 #IDidntPassOut @ Ochsner Medical Center https://t.co/kBhxXCYLuK,Louisiana
93,"#WeAreLivingAMovie #2020Quarantine #Covid19  #Quarantiene2020 #Quarantine #2inz #2inzent #Gamers #Gaming #Brand #Entrepreneur #Producer #AudioEngineer #Instrumentals #Beats #NYC #LES #Instrumentals @ New York, New York https://t.co/mn4yhCAxvI",-0.6,"#WeAreLivingAMovie #2020Quarantine #Covid19  #Quarantiene2020 #Quarantine #2inz #2inzent #Gamers #Gaming #Brand #Entrepreneur #Producer #AudioEngineer #Instrumentals #Beats #NYC #LES #Instrumentals @ New York, New York https://t.co/mn4yhCAxvI",New York
94,"Don’t Push Da Button!!!  She’s treacherous. Follow me on @tiktok_us @ jbiii
.
.
.
.
.

#Imdead #Dead #tiktok #follow #jbiii #pushdabutton #strangerthings #followme #quarantine #covid19 #coronavirus #single #love… https://t.co/5dd68IH9zt",0.0,"Don’t Push Da Button!!!  She’s treacherous. Follow me on @tiktok_us @ jbiii
.
.
.
.
.

#Imdead #Dead #tiktok #follow #jbiii #pushdabutton #strangerthings #followme #quarantine #covid19 #coronavirus #single #love… https://t.co/5dd68IH9zt",Florida
95,#covid #psa I made with @_illuminatives buffalo_nickel_creative to help stop the spread of #CoronaVirus in our communities. Lots of people helped out with this. This is the short version. The long version link is in… https://t.co/WyKwjYRVyu,0.0,#covid #psa I made with @_illuminatives buffalo_nickel_creative to help stop the spread of #CoronaVirus in our communities. Lots of people helped out with this. This is the short version. The long version link is in… https://t.co/WyKwjYRVyu,Oklahoma
96,"Just imagine Nigerian President Buhari or any other African leader suggesting irradiating people's bodies with UV light or injecting them with bleach or alcohol to deal with #coronavirus?

How would #CNN #CNNAfrica… https://t.co/c2Ya9jVK2D",0.1,"Just imagine Nigerian President Buhari or any other African leader suggesting irradiating people's bodies with UV light or injecting them with bleach or alcohol to deal with #coronavirus?

How would #CNN #CNNAfrica… https://t.co/c2Ya9jVK2D",Maryland
97,"COVID-19 update 
To work ??? @ 179th St Subway Station (F Line) https://t.co/Znvw8PP4lB",0.07619047619047617,"COVID-19 update 
To work ??? @ 179th St Subway Station (F Line) https://t.co/Znvw8PP4lB",New York
98,"Crazy to think this was the #nfldraft here in #nashville last year! Ugh I can't wait to get back to normal!! 
#quarantinelife #pandemic #coronavirus #covid_19 #nfl #draft #socialdistancing @ Nashville, Tennessee https://t.co/1tBVBOIoEs",0.55,"Crazy to think this was the #nfldraft here in #nashville last year! Ugh I can't wait to get back to normal!! 
#quarantinelife #pandemic #coronavirus #covid_19 #nfl #draft #socialdistancing @ Nashville, Tennessee https://t.co/1tBVBOIoEs",Tennessee
99,"Day 40 of the Coronavirus Quarantine.

A page from the book 'Alice in Tumblr-Land &amp; Other Fairy Tales for a New Generation'

The Ugly Duckling

Stay safe, stay sane, and stay inside. 
💖☮ @… https://t.co/TCzyv1brPY",0.0,"Day 40 of the Coronavirus Quarantine.

A page from the book 'Alice in Tumblr-Land &amp; Other Fairy Tales for a New Generation'

The Ugly Duckling

Stay safe, stay sane, and stay inside. 
💖☮ @… https://t.co/TCzyv1brPY",California
100,"Health is Wealth 
#Stealth #Health #Wealth #Eat #Trap #Lurking #Brooklyn #Nyc #Art #ArtAddict #Hiphop #Corona #Virus #K #DavesHouseOfThrill #Culture #YRN #Beets #Watermelon #Cherry #Tropical #Punch #Cayenne #Ginger… https://t.co/KvmlQ2a6X1",0.0,"Health is Wealth 
#Stealth #Health #Wealth #Eat #Trap #Lurking #Brooklyn #Nyc #Art #ArtAddict #Hiphop #Corona #Virus #K #DavesHouseOfThrill #Culture #YRN #Beets #Watermelon #Cherry #Tropical #Punch #Cayenne #Ginger… https://t.co/KvmlQ2a6X1",New York
101,"Trump Said this is his new idea on Fighting the Coronavirus Pandemic. I got da Motzz! Get em while they Hot!!! #coronavirusmemes😂😂😂 #trumpcoronavirusspeech joie1208 @ Manhattan, New York https://t.co/lxuFRNUSWs",0.31666666666666665,"Trump Said this is his new idea on Fighting the Coronavirus Pandemic. I got da Motzz! Get em while they Hot!!! #coronavirusmemes😂😂😂 #trumpcoronavirusspeech joie1208 @ Manhattan, New York https://t.co/lxuFRNUSWs",New York
102,"Bout to do a knock-n-run at Ma-Dukes crib! ❤️❤️ Fellas, TAKE CARE OF YA MOMS!! Covid-19 ain’t no joke!! One Love! #coronavirus #tellemblancosentya #lovemom #covid_19 #madukes #quarantine #socialdistancing @ North… https://t.co/l0OZdcSALV",0.5,"Bout to do a knock-n-run at Ma-Dukes crib! ❤️❤️ Fellas, TAKE CARE OF YA MOMS!! Covid-19 ain’t no joke!! One Love! #coronavirus #tellemblancosentya #lovemom #covid_19 #madukes #quarantine #socialdistancing @ North… https://t.co/l0OZdcSALV",Virginia
103,"rdhs corona season menu
swipe to see the 🍻 🍷 🍹 
phones live at 3:30
:
in this time of craze we strive to share the happy ways of rdhs daze whilst gaze across paved praise...
:
;
:
;
:
;
:
;
:
;
;
#eddiesroadhouse… https://t.co/Q89shaZxwM",0.2650331439393939,"rdhs corona season menu
swipe to see the 🍻 🍷 🍹 
phones live at 3:30
:
in this time of craze we strive to share the happy ways of rdhs daze whilst gaze across paved praise...
:
;
:
;
:
;
:
;
:
;
;
#eddiesroadhouse… https://t.co/Q89shaZxwM",New York
104,How these last few weeks have felt as a #Realtor trying to decipher the do’s and don’t in our “only essential if under contract” world.  #realtorlife #realestate #covid19 #stayathome #wereallinthistogether… https://t.co/6cBctLfI9O,0.10227272727272728,How these last few weeks have felt as a #Realtor trying to decipher the do’s and don’t in our “only essential if under contract” world.  #realtorlife #realestate #covid19 #stayathome #wereallinthistogether… https://t.co/6cBctLfI9O,Colorado
105,"If we gotta wear masks, at least make them ""you"". #masks #covid19 #coronavirus @ Butte, Montana https://t.co/EA73yTpiYi",0.2708333333333333,"If we gotta wear masks, at least make them ""you"". #masks #covid19 #coronavirus @ Butte, Montana https://t.co/EA73yTpiYi",Montana
106,"hEbony covid-19 engraved twist pen @ Oak Bluffs, Massachusetts https://t.co/cSovKxSXaG",-0.3,"hEbony covid-19 engraved twist pen @ Oak Bluffs, Massachusetts https://t.co/cSovKxSXaG",Massachusetts
107,"Several public and private entities have set up drive-thru COVID-19 testing sites, so people can be tested for the disease without having to enter a clinic https://t.co/3LcjgzhOxu #atx #austin #all512",0.075,"Several public and private entities have set up drive-thru COVID-19 testing sites, so people can be tested for the disease without having to enter a clinic https://t.co/3LcjgzhOxu #atx #austin #all512",Texas
108,"ONE SOLD - ONE DONATED ARE YOU WEARING YOUR @polatteu Designer Covid-19 Mask? Our #masa Make America Safe Again Masks are truly fabulous!
https://t.co/7jN16X0dVY
2020 NOMINEE 
Gown and Out in Beverly Hills as Best Digital… https://t.co/fvqkj5fvIc",0.0,"ONE SOLD - ONE DONATED ARE YOU WEARING YOUR @polatteu Designer Covid-19 Mask? Our #masa Make America Safe Again Masks are truly fabulous!
https://t.co/7jN16X0dVY
2020 NOMINEE 
Gown and Out in Beverly Hills as Best Digital… https://t.co/fvqkj5fvIc",California
109,"Flexin so Covid culinary skills the past few weeks. Smoked turkey, Hickory smoked brisket w/ some mild apple undertones, steak fajitas with press peppers and Acevedo, and today’s lunch was ranch dusted chicken over… https://t.co/7EFLZL5k40",0.0,"Flexin so Covid culinary skills the past few weeks. Smoked turkey, Hickory smoked brisket w/ some mild apple undertones, steak fajitas with press peppers and Acevedo, and today’s lunch was ranch dusted chicken over… https://t.co/7EFLZL5k40",Pennsylvania
110,"#bandanastyle #facemask #coronavirus #wegotyoucovered @BensService @ Ben's Shell Service Center &amp; Towing, Orange CT https://t.co/aFoH6kql4h",0.0,"#bandanastyle #facemask #coronavirus #wegotyoucovered @BensService @ Ben's Shell Service Center &amp; Towing, Orange CT https://t.co/aFoH6kql4h",Connecticut
111,So thankful to be working with such a strong and supportive brokerage 🤩. Our in-house counsel just filled me in on the latest and greatest on buying and selling a home during the COVID-19 epidemic so #letsdothis… https://t.co/kJdH4aiREH,0.0,So thankful to be working with such a strong and supportive brokerage 🤩. Our in-house counsel just filled me in on the latest and greatest on buying and selling a home during the COVID-19 epidemic so #letsdothis… https://t.co/kJdH4aiREH,Florida
112,"🔐Drumroll.....Rec Tec drumsticks for the win!  #rectecgrills #recteclifestyle #rectecbull #eatmorechicken #covid19 @ Eatonton, Georgia https://t.co/HwDiY3hSWZ",0.0,"🔐Drumroll.....Rec Tec drumsticks for the win!  #rectecgrills #recteclifestyle #rectecbull #eatmorechicken #covid19 @ Eatonton, Georgia https://t.co/HwDiY3hSWZ",Georgia
113,1 second after Covid Supreme Bogo drop https://t.co/1iua9KrkDG,-0.08333333333333333,1 second after Covid Supreme Bogo drop https://t.co/1iua9KrkDG,Florida
114,"Received some home made masks from nhigaga and I am so happy with them! So cute and comfortable 😍

If you are looking some masks, give her a shout

#covid19 
#whata2020
#masks 
#homemade @ Massachusetts https://t.co/zEAv7FlfvC",1.0,"Received some home made masks from nhigaga and I am so happy with them! So cute and comfortable 😍

If you are looking some masks, give her a shout

#covid19 
#whata2020
#masks 
#homemade @ Massachusetts https://t.co/zEAv7FlfvC",Massachusetts
115,"My wife made these simple fajitas yesterday. 😋😘

#COVID-19 #CORONAVIRUSBLUES @ Ahuimanu, Hawaii https://t.co/G2xUBv8zNI",0.5333333333333333,"My wife made these simple fajitas yesterday. 😋😘

#COVID-19 #CORONAVIRUSBLUES @ Ahuimanu, Hawaii https://t.co/G2xUBv8zNI",Hawaii
116,"Corona vibes, literally. https://t.co/LiJJVDqqBg",0.0,"Corona vibes, literally. https://t.co/LiJJVDqqBg",South Carolina
117,"Showings, contracts, and closings are up this week! 

Listings are down a bit, but 'low inventory' has been a problem since before Covid-19. 

Help us solve that problem and send this to someone you know who's… https://t.co/RwhCiWqHbt",0.24,"Showings, contracts, and closings are up this week! 

Listings are down a bit, but 'low inventory' has been a problem since before Covid-19. 

Help us solve that problem and send this to someone you know who's… https://t.co/RwhCiWqHbt",Ohio
118,267/270 days of movement. 3200+ steps kickboxing this morning with @anjagarcia @dailyburn!! #thisis51 #db365 #30daysofmovement #sweatyselfie #PAUSElifeNYC #coronavirusnyc #covid19 #functionalfitness #stayhome… https://t.co/ZKi4wtXHRO,0.0,267/270 days of movement. 3200+ steps kickboxing this morning with @anjagarcia @dailyburn!! #thisis51 #db365 #30daysofmovement #sweatyselfie #PAUSElifeNYC #coronavirusnyc #covid19 #functionalfitness #stayhome… https://t.co/ZKi4wtXHRO,New York
119,"We've heard ingesting beer can kill corona virus on contact. Might be worth looking into?  We recommend trying it.
.
#drinklocal #friyay
@BavBierhaus 
@thirdspacebrews 
@EagleParkBeer 
@raisedgrain 
@exploriumbrew… https://t.co/MJJ1uipVGe",0.0,"We've heard ingesting beer can kill corona virus on contact. Might be worth looking into?  We recommend trying it.
.
#drinklocal #friyay
@BavBierhaus 
@thirdspacebrews 
@EagleParkBeer 
@raisedgrain 
@exploriumbrew… https://t.co/MJJ1uipVGe",Wisconsin
120,Don't let Centerfield being closed due to COVID-19 keep you from training...Current Mexican Professional Baseball player &amp; Rookie of the Year for the Naranjeros de Hermosillo Alex Robles is offering video hitting… https://t.co/vmL3H07aMh,0.625,Don't let Centerfield being closed due to COVID-19 keep you from training...Current Mexican Professional Baseball player &amp; Rookie of the Year for the Naranjeros de Hermosillo Alex Robles is offering video hitting… https://t.co/vmL3H07aMh,Arizona
121,"Since too many of you who were sent to work from home due to Covid-19 we decided to raffle off a 20x8x8 Shipping Container Office to a lucky winner. Just click on the link for more details. Good luck &amp; ""Think Inside… https://t.co/MAvMwfWSbG",-0.07777777777777779,"Since too many of you who were sent to work from home due to Covid-19 we decided to raffle off a 20x8x8 Shipping Container Office to a lucky winner. Just click on the link for more details. Good luck &amp; ""Think Inside… https://t.co/MAvMwfWSbG",Florida
122,New #CPHPhilly COVID-19 Update! Head over to https://t.co/qeLIu8Eb8u to read it now! @ Companion Pet Hospital https://t.co/sSwTTirlPv,0.3,New #CPHPhilly COVID-19 Update! Head over to https://t.co/qeLIu8Eb8u to read it now! @ Companion Pet Hospital https://t.co/sSwTTirlPv,Pennsylvania
123,A little “Pick Me Up” Pick U Up”! HAVING FUN #alonetogether #alone #athome #coronavirus #togetherapart #stayhomestaystrong #dance #nfls1stafricanamericanfemalecoach #nfl #nflalumni #aintnostoppingusnow… https://t.co/46Y66tfQQF,0.2662337662337662,A little “Pick Me Up” Pick U Up”! HAVING FUN #alonetogether #alone #athome #coronavirus #togetherapart #stayhomestaystrong #dance #nfls1stafricanamericanfemalecoach #nfl #nflalumni #aintnostoppingusnow… https://t.co/46Y66tfQQF,New York
124,"Usually the church's parking lot is full at 2:00 on a Friday afternoon with cars from the mosque across the street but for the last 5 weeks thanks to the ""stay at home"" order. #covid19 #stayathome @ Church of Christ… https://t.co/qXYIPDrAOI",0.38166666666666665,"Usually the church's parking lot is full at 2:00 on a Friday afternoon with cars from the mosque across the street but for the last 5 weeks thanks to the ""stay at home"" order. #covid19 #stayathome @ Church of Christ… https://t.co/qXYIPDrAOI",Virginia
125,"We end our #vacation program with #Mindfulness. Ms. Zayda Vallejo. We learned about #trust, #generosity and #kindness. We feel so #peaceful. #Montessori #elementary #MiddleSchool #Worcester #practice #TogetherInThis #COVID19 #SchoolClosure https://t.co/9dh8M8WPfW",0.6,"We end our #vacation program with #Mindfulness. Ms. Zayda Vallejo. We learned about #trust, #generosity and #kindness. We feel so #peaceful. #Montessori #elementary #MiddleSchool #Worcester #practice #TogetherInThis #COVID19 #SchoolClosure https://t.co/9dh8M8WPfW",Massachusetts
126,"See you tonight! Fri 4/24 @ 7:30p EST on FB LIVE at https://t.co/0kT9T13Q7Y 
A portion of any donations will go to @musicares Coronavirus Relief Fund. See you there heart ❤️❤️❤️
.
.
.
.
#staysafe #stayhome… https://t.co/77prsoli0m",0.2130681818181818,"See you tonight! Fri 4/24 @ 7:30p EST on FB LIVE at https://t.co/0kT9T13Q7Y 
A portion of any donations will go to @musicares Coronavirus Relief Fund. See you there heart ❤️❤️❤️
.
.
.
.
#staysafe #stayhome… https://t.co/77prsoli0m",Pennsylvania
127,"Our new normal: waiting on the politicians to brief us. Sometimes newsworthy. Sometimes meh. But important to keep up with and share! govlaurakelly up next on @fox4kc &amp; https://t.co/yNMhA9xbTz 

#covid19 #workingforyou #ks #mo… https://t.co/SL69hW81Gn",0.032812499999999994,"Our new normal: waiting on the politicians to brief us. Sometimes newsworthy. Sometimes meh. But important to keep up with and share! govlaurakelly up next on @fox4kc &amp; https://t.co/yNMhA9xbTz 

#covid19 #workingforyou #ks #mo… https://t.co/SL69hW81Gn",Missouri
128,"#shawls #mothersdaygift CAB😍
-
-
-
Pick up this great shawl pattern in my online store in celebration of local yarn shop day for tomorrow which has been rescheduled to September 12th due to Covid 19! 
Enjoy… https://t.co/BkVjZmk0e1",0.275,"#shawls #mothersdaygift CAB😍
-
-
-
Pick up this great shawl pattern in my online store in celebration of local yarn shop day for tomorrow which has been rescheduled to September 12th due to Covid 19! 
Enjoy… https://t.co/BkVjZmk0e1",Colorado
129,We had a blast with our church cheering on and feeding all of the health care professionals at our local hospital. #forChulaVista #ChulaVista #covid19 @ Sharp Chula Vista Medical Center https://t.co/cQpTX6EpNw,0.13636363636363635,We had a blast with our church cheering on and feeding all of the health care professionals at our local hospital. #forChulaVista #ChulaVista #covid19 @ Sharp Chula Vista Medical Center https://t.co/cQpTX6EpNw,California
130,"⁣Another week, another chance to.... F that. Let’s face it, we’re all getting a little stir crazy. From the stress of covid to just plain boredom, we are all struggling right now. ⠀
⠀⠀⠀
I’ve done everything in my… https://t.co/AdLntyPfVs",0.41,"⁣Another week, another chance to.... F that. Let’s face it, we’re all getting a little stir crazy. From the stress of covid to just plain boredom, we are all struggling right now. ⠀
⠀⠀⠀
I’ve done everything in my… https://t.co/AdLntyPfVs",Georgia
131,"Can you believe there’s no filter?
Beautiful sunset in New York 

#newyork #sunset #tramonto #viaggiosport #covid #staystrong @ New York, New York https://t.co/6Cb1Y7VdUM",0.0,"Can you believe there’s no filter?
Beautiful sunset in New York 

#newyork #sunset #tramonto #viaggiosport #covid #staystrong @ New York, New York https://t.co/6Cb1Y7VdUM",New York
132,"Now taking pre-orders for the infamous Saint Corona prayer candle! 
Thanks to jellykrimpet 
For helping me rig this photoshoot
Design by outtahereman 
After this first run, we'll have a 2nd, more tropical… https://t.co/C5f9Xjafpk",-0.05625,"Now taking pre-orders for the infamous Saint Corona prayer candle! 
Thanks to jellykrimpet 
For helping me rig this photoshoot
Design by outtahereman 
After this first run, we'll have a 2nd, more tropical… https://t.co/C5f9Xjafpk",California
133,"#coronavirus #testing 😅 @ Missouri City, Texas https://t.co/EV21Agu2An",-0.17901785714285715,"#coronavirus #testing 😅 @ Missouri City, Texas https://t.co/EV21Agu2An",Texas
134,"Our union brothers and sisters continue to rise to the occasion during the #COVID19 pandemic. Today, we showed another way we are #InThisTogether, not only with our union family, but with our @CathCharitiesBQ family… https://t.co/kMGBETWKh6",0.3147727272727272,"Our union brothers and sisters continue to rise to the occasion during the #COVID19 pandemic. Today, we showed another way we are #InThisTogether, not only with our union family, but with our @CathCharitiesBQ family… https://t.co/kMGBETWKh6",New York
135,"Our region confronts not only a public health crisis caused by COVID-19, but also an extreme economic crisis in its wake. The most vulnerable members of our community, many of whom already face health and economic… https://t.co/6B3naHqU59",0.065,"Our region confronts not only a public health crisis caused by COVID-19, but also an extreme economic crisis in its wake. The most vulnerable members of our community, many of whom already face health and economic… https://t.co/6B3naHqU59",Ohio
136,"90F and clear skies...☠️ Corona @ Spring, Texas https://t.co/3gvhhwghQH",0.0,"90F and clear skies...☠️ Corona @ Spring, Texas https://t.co/3gvhhwghQH",Texas
137,"I can’t believe I have to say this, but please don’t drink bleach...Vice President Joe Biden

#joebiden #bleach #coronavirus #COVID19 #trump #maga @ New York, New York https://t.co/vMynmhNfxP",-1.0,"I can’t believe I have to say this, but please don’t drink bleach...Vice President Joe Biden

#joebiden #bleach #coronavirus #COVID19 #trump #maga @ New York, New York https://t.co/vMynmhNfxP",New York
138,Creatives Dealing With Post Covid-19  https://t.co/MgJ9PmjVQw,0.10000000000000002,Creatives Dealing With Post Covid-19  https://t.co/MgJ9PmjVQw,New York
139,"It’s strange seeing how empty the streets are!! I feel like I’m in the movie irobot.....does anyone else feel the same?
.
#quarantinelife #stayhome #deserted #coronavirus #newworld #adventure #irobot @ San Jose,… https://t.co/cv4XexfLQl",0.13636363636363635,"It’s strange seeing how empty the streets are!! I feel like I’m in the movie irobot.....does anyone else feel the same?
.
#quarantinelife #stayhome #deserted #coronavirus #newworld #adventure #irobot @ San Jose,… https://t.co/cv4XexfLQl",California
140,"This week I had a great time interviewing so many Latina leaders who continue to help in our communities even during COVID-19 pandemic. 
.
⏩Follow @latinaprofchatt to learn when the podcast will be launched.… https://t.co/wkkACWCLcX",-0.05555555555555555,"This week I had a great time interviewing so many Latina leaders who continue to help in our communities even during COVID-19 pandemic. 
.
⏩Follow @latinaprofchatt to learn when the podcast will be launched.… https://t.co/wkkACWCLcX",Tennessee
141,Oklahoma COVID-19 - Is Oklahoma Opening TOO SOON? Join the FCG Group discussion for small business.  https://t.co/lgMlik9VII,-0.275,Oklahoma COVID-19 - Is Oklahoma Opening TOO SOON? Join the FCG Group discussion for small business.  https://t.co/lgMlik9VII,Oklahoma
142,"If you’re like me, life hasn’t stopped, 🛑 but it’s definitely changed - especially for those within the hospitality field. And to assist 🤲 with displaced workers due to the COVID-19 pandemic, breweries worldwide have… https://t.co/7teSbUkO4M",0.0,"If you’re like me, life hasn’t stopped, 🛑 but it’s definitely changed - especially for those within the hospitality field. And to assist 🤲 with displaced workers due to the COVID-19 pandemic, breweries worldwide have… https://t.co/7teSbUkO4M",Virginia
143,My 91 year old Great Aunt. You know what she’s doing during Coronavirus? Making masks by hand for her church to hand out. Truly INSPIRED by the resilience and grace of that generation. Still Going! And I am thankful… https://t.co/emMHu9U2yC,-0.06874999999999999,My 91 year old Great Aunt. You know what she’s doing during Coronavirus? Making masks by hand for her church to hand out. Truly INSPIRED by the resilience and grace of that generation. Still Going! And I am thankful… https://t.co/emMHu9U2yC,South Carolina
